,count,titlePaper,citationChicago,citations,link,publishedYear,publishedMonth,locationStudy,"gpsLat, gpsLong",gpsLat,gpsLong,monthsLapsed,radius,red,green,blue
371,188,Synthesis and Biological Evaluation of Well-Defined Poly(propylene fumarate) Oligomers and Their Use in 3D Printed Scaffolds,"Luo, Yuanyuan, Courtney K. Dolder, Jason M. Walker, Ruchi Mishra, David Dean, and Matthew L. Becker. ""Synthesis and biological evaluation of well-defined poly (propylene fumarate) oligomers and their use in 3D printed scaffolds."" Biomacromolecules 17, no. 2 (2016): 690-697.",55.0,https://pubmed.ncbi.nlm.nih.gov/26771388/,2016.0,2.0,"The Ohio State University , Columbus, Ohio","40.00726366294604, -83.02929592050965",40.00726366,-83.02929592,67,59.32835820895522,0.0,0.0,0.0
67,43,A Prodrug-doped Cellular Trojan Horse for the Potential Treatment of Prostate Cancer,"Levy, Oren, W. Nathaniel Brennen, Edward Han, David Marc Rosen, Juliet Musabeyezu, Helia Safaee, Sudhir Ranganath et al. ""A prodrug-doped cellular Trojan Horse for the potential treatment of prostate cancer."" Biomaterials 91 (2016): 140-150.",55.0,https://www.sciencedirect.com/science/article/abs/pii/S0142961216300448,2016.0,6.0,"Center for Regenerative Therapeutics, Brigham and Women's Hospital,","42.33636357260229, -71.10723459707721",42.33636357,-71.1072346,63,45.0,0.8952,0.8952,0.8952
68,43,A Prodrug-doped Cellular Trojan Horse for the Potential Treatment of Prostate Cancer,"Levy, Oren, W. Nathaniel Brennen, Edward Han, David Marc Rosen, Juliet Musabeyezu, Helia Safaee, Sudhir Ranganath et al. ""A prodrug-doped cellular Trojan Horse for the potential treatment of prostate cancer."" Biomaterials 91 (2016): 140-150.",55.0,https://www.sciencedirect.com/science/article/abs/pii/S0142961216300448,2016.0,6.0,"Harvard Medical School, United States","42.335817589356644, -71.103953296818",42.33581759,-71.1039533,63,45.0,1.0,1.0,1.0
69,43,A Prodrug-doped Cellular Trojan Horse for the Potential Treatment of Prostate Cancer,"Levy, Oren, W. Nathaniel Brennen, Edward Han, David Marc Rosen, Juliet Musabeyezu, Helia Safaee, Sudhir Ranganath et al. ""A prodrug-doped cellular Trojan Horse for the potential treatment of prostate cancer."" Biomaterials 91 (2016): 140-150.",55.0,https://www.sciencedirect.com/science/article/abs/pii/S0142961216300448,2016.0,6.0,"The Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, United States","39.318299905938495, -76.66145636195098",39.31829991,-76.66145636,63,45.0,1.0,1.0,1.0
70,43,A Prodrug-doped Cellular Trojan Horse for the Potential Treatment of Prostate Cancer,"Levy, Oren, W. Nathaniel Brennen, Edward Han, David Marc Rosen, Juliet Musabeyezu, Helia Safaee, Sudhir Ranganath et al. ""A prodrug-doped cellular Trojan Horse for the potential treatment of prostate cancer."" Biomaterials 91 (2016): 140-150.",55.0,https://www.sciencedirect.com/science/article/abs/pii/S0142961216300448,2016.0,6.0,The Samuel Oschin Comprehensive Cancer Institute at the Cedars-Sinai Medical Center,"34.07558055388596, -118.37956238861813",34.07558055,-118.3795624,63,45.0,1.0,1.0,1.0
10,8,Serum-free media formulations are cell line-specific and require optimization for microcarrier culture,"Tan, Kah Yong, Kim Leng Teo, Jessica FY Lim, Allen KL Chen, Shaul Reuveny, and Steve KW Oh. ""Serum-free media formulations are cell line–specific and require optimization for microcarrier culture."" Cytotherapy 17, no. 8 (2015): 1152-1165.",47.0,https://pubmed.ncbi.nlm.nih.gov/26139547/,2015.0,8.0,"Agency for Science, Technology and Research (A*STAR), Centros, Singapore","1.2991091740040848, 103.78750072295536",1.299109174,103.7875007,73,67.46575342465754,0.9312,0.9312,0.9312
348,172,Biodegradable Poly-ε-caprolactone Microcarriers for Efficient Production of Human Mesenchymal Stromal Cells and Secreted Cytokines in Batch and Fed-batch Bioreactors,"Lam, Alan Tin-Lun, Jian Li, Jessica Pei-Wen Toh, Eileen Jia-Hui Sim, Allen Kuan-Liang Chen, Jerry Kok-Yen Chan, Mahesh Choolani, Shaul Reuveny, William R. Birch, and Steve Kah-Weng Oh. ""Biodegradable poly-ε-caprolactone microcarriers for efficient production of human mesenchymal stromal cells and secreted cytokines in batch and fed-batch bioreactors."" Cytotherapy 19, no. 3 (2017): 419-432.",41.0,https://pubmed.ncbi.nlm.nih.gov/28017598/,2017.0,3.0,"Agency for Science, Technology and Research (A*STAR), Singapore","1.2991735192438922, 103.7863205173413",1.299173519,103.7863205,54,5.0,0.9932,0.9932,0.9932
361,182,Dynamic Bioreactor Culture of High Volume Engineered Bone Tissue,"Nguyen, Bao-Ngoc B., Henry Ko, Rebecca A. Moriarty, Julie M. Etheridge, and John P. Fisher. ""Dynamic bioreactor culture of high volume engineered bone tissue."" Tissue Engineering Part A 22, no. 3-4 (2016): 263-271.",35.0,https://pubmed.ncbi.nlm.nih.gov/26653703/,2016.0,2.0,"University of Maryland, College Park, Maryland","38.98755176704997, -76.94379888012814",38.98755177,-76.94379888,67,39.92537313432835,0.0,0.0,0.0
96,62,Collagen Type Ii Enhances Chondrogenic Differentiation in Agarose-based Modular Microtissues,"Annamalai, Ramkumar Tiruvannamalai, David R. Mertz, Ethan LH Daley, and Jan P. Stegemann. ""Collagen Type II enhances chondrogenic differentiation in agarose-based modular microtissues."" Cytotherapy 18, no. 2 (2016): 263-277.",35.0,https://pubmed.ncbi.nlm.nih.gov/26794716/,2016.0,2.0,"University of Michigan, Ann Arbor, Michigan","42.27845604937487, -83.73680792732043",42.27845605,-83.73680793,67,39.92537313432835,0.0,0.0,0.0
98,64,3D Printed Vascular Networks Enhance Viability in High-Volume Perfusion Bioreactor,"Ball, Owen, Bao-Ngoc B. Nguyen, Jesse K. Placone, and John P. Fisher. ""3D printed vascular networks enhance viability in high-volume perfusion bioreactor."" Annals of biomedical engineering 44, no. 12 (2016): 3435-3445.",26.0,https://pubmed.ncbi.nlm.nih.gov/27272210/,2016.0,12.0,"University of Maryland, College Park, MD","38.98758512279344, -76.9438847109073",38.98758512,-76.94388471,57,12.105263157894736,0.132,0.132,0.132
77,48,"In Vitro Cytokine Licensing Induces Persistent Permissive Chromatin at the Indoleamine 2,3-dioxygenase Promoter","Gonzalez, Yazmin I. Rovira, Patrick J. Lynch, Elaine E. Thompson, Brian G. Stultz, and Deborah A. Hursh. ""In vitro cytokine licensing induces persistent permissive chromatin at the Indoleamine 2, 3-dioxygenase promoter."" Cytotherapy 18, no. 9 (2016): 1114-1128.",23.0,https://pubmed.ncbi.nlm.nih.gov/27421739/,2016.0,7.0," US Food and Drug Administration, Silver Spring, Maryland, USA","39.03616503850735, -76.98049559939903",39.03616504,-76.9804956,62,20.483870967741936,0.9412,0.9412,0.9412
367,186,Three-Dimensional Mechanical Loading Modulates the Osteogenic Response of Mesenchymal Stem Cells to Tumor-Derived Soluble Signals,"Lynch, Maureen E., Aaron E. Chiou, Min Joon Lee, Stephen C. Marcott, Praveen V. Polamraju, Yeonkyung Lee, and Claudia Fischbach. ""Three-dimensional mechanical loading modulates the osteogenic response of mesenchymal stem cells to tumor-derived soluble signals."" Tissue Engineering Part A 22, no. 15-16 (2016): 1006-1015.",22.0,https://pubmed.ncbi.nlm.nih.gov/27401765/,2016.0,8.0,"Cornell University , Ithaca","42.45398715515518, -76.47260151129899",42.45398716,-76.47260151,61,18.19672131147541,1.0,1.0,1.0
368,186,Three-Dimensional Mechanical Loading Modulates the Osteogenic Response of Mesenchymal Stem Cells to Tumor-Derived Soluble Signals,"Lynch, Maureen E., Aaron E. Chiou, Min Joon Lee, Stephen C. Marcott, Praveen V. Polamraju, Yeonkyung Lee, and Claudia Fischbach. ""Three-dimensional mechanical loading modulates the osteogenic response of mesenchymal stem cells to tumor-derived soluble signals."" Tissue Engineering Part A 22, no. 15-16 (2016): 1006-1015.",22.0,https://pubmed.ncbi.nlm.nih.gov/27401765/,2016.0,8.0,"University of Massachusetts Amherst , Amherst, Massachusetts","42.38736172296981, -72.53159648578766",42.38736172,-72.53159649,61,18.19672131147541,0.9992,0.9992,0.9992
74,46,Rapid Selection of Mesenchymal Stem and Progenitor Cells in Primary Prostate Stromal Cultures,"Brennen, W. Nathaniel, L. Nelleke Kisteman, and John T. Isaacs. ""Rapid selection of mesenchymal stem and progenitor cells in primary prostate stromal cultures."" The Prostate 76, no. 6 (2016): 552-564.",17.0,https://pubmed.ncbi.nlm.nih.gov/26732992/,2016.0,1.0,"Johns Hopkins University School of Medicine, Baltimore, Maryland","39.29991317849294, -76.59166332145463",39.29991318,-76.59166332,68,23.529411764705884,0.9712,0.9712,0.9712
365,185,Growth Factor Dose Tuning for Bone Progenitor Cell Proliferation and Differentiation on Resorbable Poly(propylene fumarate) Scaffolds,"Mishra, Ruchi, Ryan S. Sefcik, Tyler J. Bishop, Stefani M. Montelone, Nisha Crouser, Jean F. Welter, Arnold I. Caplan, and David Dean. ""Growth factor dose tuning for bone progenitor cell proliferation and differentiation on resorbable poly (propylene fumarate) scaffolds."" Tissue Engineering Part C: Methods 22, no. 9 (2016): 904-913.",16.0,https://pubmed.ncbi.nlm.nih.gov/27558310/,2016.0,9.0,"The Ohio State University , Columbus, Ohio","40.007132176567666, -83.02835178300128",40.00713218,-83.02835178,60,13.5,0.117,0.117,0.117
366,185,Growth Factor Dose Tuning for Bone Progenitor Cell Proliferation and Differentiation on Resorbable Poly(propylene fumarate) Scaffolds,"Mishra, Ruchi, Ryan S. Sefcik, Tyler J. Bishop, Stefani M. Montelone, Nisha Crouser, Jean F. Welter, Arnold I. Caplan, and David Dean. ""Growth factor dose tuning for bone progenitor cell proliferation and differentiation on resorbable poly (propylene fumarate) scaffolds."" Tissue Engineering Part C: Methods 22, no. 9 (2016): 904-913.",16.0,https://pubmed.ncbi.nlm.nih.gov/27558310/,2016.0,9.0,"Case Western Reserve University , Cleveland","41.504598085469645, -81.60563725211887",41.50459809,-81.60563725,60,13.5,0.096,0.096,0.096
73,45, Identification of Predictive Gene Markers for Multipotent Stromal Cell Proliferation,"Bellayr, Ian H., Ross A. Marklein, Jessica L. Lo Surdo, Steven R. Bauer, and Raj K. Puri. ""Identification of predictive gene markers for multipotent stromal cell proliferation."" Stem cells and development 25, no. 11 (2016): 861-873.",15.0,https://pubmed.ncbi.nlm.nih.gov/27036644/,2016.0,6.0,"US Food and Drug Administration, Silver Spring, Maryland","39.03616503850735, -76.98049559939903",39.03616504,-76.9804956,63,16.428571428571427,0.141,0.141,0.141
78,49,Further Observations on the Behavioral and Neural Effects of Bone Marrow Stromal Cells in Rodent Pain Models,"Guo, Wei, Yu-Xia Chu, Satoshi Imai, Jia-Le Yang, Shiping Zou, Zaid Mohammad, Feng Wei, Ronald Dubner, and Ke Ren. ""Further observations on the behavioral and neural effects of bone marrow stromal cells in rodent pain models."" Molecular pain 12 (2016): 1744806916658043.",14.0,https://pubmed.ncbi.nlm.nih.gov/27329776/,2016.0,6.0,University of Maryland School of Denstistry,"39.289935519141046, -76.6222742691396",39.28993552,-76.62227427,63,15.714285714285714,0.9812,0.9812,0.9812
95,61,Ultrahigh-throughput Generation and Characterization of Cellular Aggregates in Laser-ablated Microwells of Poly(dimethylsiloxane),"Albritton, Jacob L., Jonathon D. Roybal, Samantha J. Paulsen, Nicholas J. Calafat, Jose A. Flores-Zaher, Mary C. Farach-Carson, Don L. Gibbons, and Jordan S. Miller. ""Ultrahigh-throughput generation and characterization of cellular aggregates in laser-ablated microwells of poly (dimethylsiloxane)."" RSC advances 6, no. 11 (2016): 8980-8991.",12.0,https://pubmed.ncbi.nlm.nih.gov/26998251/,2016.0,1.0,"The University of Texas M.D. Anderson Cancer Center, Houston, Texas","29.70763436074634, -95.39445107285172",29.70763436,-95.39445107,68,18.38235294117647,0.9792,0.9792,0.9792
94,61,Ultrahigh-throughput Generation and Characterization of Cellular Aggregates in Laser-ablated Microwells of Poly(dimethylsiloxane),"Albritton, Jacob L., Jonathon D. Roybal, Samantha J. Paulsen, Nicholas J. Calafat, Jose A. Flores-Zaher, Mary C. Farach-Carson, Don L. Gibbons, and Jordan S. Miller. ""Ultrahigh-throughput generation and characterization of cellular aggregates in laser-ablated microwells of poly (dimethylsiloxane)."" RSC advances 6, no. 11 (2016): 8980-8991.",12.0,https://pubmed.ncbi.nlm.nih.gov/26998251/,2016.0,1.0,"Rice University, Houston, Texas, USA","29.718027419810287, -95.40178832406527",29.71802742,-95.40178832,68,18.38235294117647,1.0,1.0,1.0
