,count,titlePaper,citationChicago,citations,link,publishedYear,publishedMonth,locationStudy,"gpsLat, gpsLong",gpsLat,gpsLong,monthsLapsed,radius,red,green,blue
70,43,A Prodrug-doped Cellular Trojan Horse for the Potential Treatment of Prostate Cancer,"Levy, Oren, W. Nathaniel Brennen, Edward Han, David Marc Rosen, Juliet Musabeyezu, Helia Safaee, Sudhir Ranganath et al. ""A prodrug-doped cellular Trojan Horse for the potential treatment of prostate cancer."" Biomaterials 91 (2016): 140-150.",55.0,https://www.sciencedirect.com/science/article/abs/pii/S0142961216300448,2016.0,6.0,The Samuel Oschin Comprehensive Cancer Institute at the Cedars-Sinai Medical Center,"34.07558055388596, -118.37956238861813",34.07558055,-118.3795624,63,53.888888888888886,1.0,1.0,1.0
69,43,A Prodrug-doped Cellular Trojan Horse for the Potential Treatment of Prostate Cancer,"Levy, Oren, W. Nathaniel Brennen, Edward Han, David Marc Rosen, Juliet Musabeyezu, Helia Safaee, Sudhir Ranganath et al. ""A prodrug-doped cellular Trojan Horse for the potential treatment of prostate cancer."" Biomaterials 91 (2016): 140-150.",55.0,https://www.sciencedirect.com/science/article/abs/pii/S0142961216300448,2016.0,6.0,"The Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, United States","39.318299905938495, -76.66145636195098",39.31829991,-76.66145636,63,53.888888888888886,0.8632,0.8632,0.8632
68,43,A Prodrug-doped Cellular Trojan Horse for the Potential Treatment of Prostate Cancer,"Levy, Oren, W. Nathaniel Brennen, Edward Han, David Marc Rosen, Juliet Musabeyezu, Helia Safaee, Sudhir Ranganath et al. ""A prodrug-doped cellular Trojan Horse for the potential treatment of prostate cancer."" Biomaterials 91 (2016): 140-150.",55.0,https://www.sciencedirect.com/science/article/abs/pii/S0142961216300448,2016.0,6.0,"Harvard Medical School, United States","42.335817589356644, -71.103953296818",42.33581759,-71.1039533,63,53.888888888888886,0.8872,0.8872,0.8872
67,43,A Prodrug-doped Cellular Trojan Horse for the Potential Treatment of Prostate Cancer,"Levy, Oren, W. Nathaniel Brennen, Edward Han, David Marc Rosen, Juliet Musabeyezu, Helia Safaee, Sudhir Ranganath et al. ""A prodrug-doped cellular Trojan Horse for the potential treatment of prostate cancer."" Biomaterials 91 (2016): 140-150.",55.0,https://www.sciencedirect.com/science/article/abs/pii/S0142961216300448,2016.0,6.0,"Center for Regenerative Therapeutics, Brigham and Women's Hospital,","42.33636357260229, -71.10723459707721",42.33636357,-71.1072346,63,53.888888888888886,0.8832,0.8832,0.8832
371,188,Synthesis and Biological Evaluation of Well-Defined Poly(propylene fumarate) Oligomers and Their Use in 3D Printed Scaffolds,"Luo, Yuanyuan, Courtney K. Dolder, Jason M. Walker, Ruchi Mishra, David Dean, and Matthew L. Becker. ""Synthesis and biological evaluation of well-defined poly (propylene fumarate) oligomers and their use in 3D printed scaffolds."" Biomacromolecules 17, no. 2 (2016): 690-697.",55.0,https://pubmed.ncbi.nlm.nih.gov/26771388/,2016.0,2.0,"The Ohio State University , Columbus, Ohio","40.00726366294604, -83.02929592050965",40.00726366,-83.02929592,67,67.6865671641791,0.129,0.129,0.129
370,188,Synthesis and Biological Evaluation of Well-Defined Poly(propylene fumarate) Oligomers and Their Use in 3D Printed Scaffolds,"Luo, Yuanyuan, Courtney K. Dolder, Jason M. Walker, Ruchi Mishra, David Dean, and Matthew L. Becker. ""Synthesis and biological evaluation of well-defined poly (propylene fumarate) oligomers and their use in 3D printed scaffolds."" Biomacromolecules 17, no. 2 (2016): 690-697.",55.0,https://pubmed.ncbi.nlm.nih.gov/26771388/,2016.0,2.0,"University of Akron , Akron, Ohio","41.08120211982621, -81.52079457352063",41.08120212,-81.52079457,67,67.6865671641791,0.06,0.06,0.06
10,8,Serum-free media formulations are cell line-specific and require optimization for microcarrier culture,"Tan, Kah Yong, Kim Leng Teo, Jessica FY Lim, Allen KL Chen, Shaul Reuveny, and Steve KW Oh. ""Serum-free media formulations are cell line–specific and require optimization for microcarrier culture."" Cytotherapy 17, no. 8 (2015): 1152-1165.",47.0,https://pubmed.ncbi.nlm.nih.gov/26139547/,2015.0,8.0,"Agency for Science, Technology and Research (A*STAR), Centros, Singapore","1.2991091740040848, 103.78750072295536",1.299109174,103.7875007,73,74.04109589041096,0.8872,0.8872,0.8872
345,170,Bioprocess Integration for Human Mesenchymal Stem Cells: From Up to Downstream Processing Scale-up to Cell Proteome Characterization,"Cunha, Bárbara, Tiago Aguiar, Sofia B. Carvalho, Marta M. Silva, Ricardo A. Gomes, Manuel JT Carrondo, Patrícia Gomes-Alves, Cristina Peixoto, Margarida Serra, and Paula M. Alves. ""Bioprocess integration for human mesenchymal stem cells: from up to downstream processing scale-up to cell proteome characterization."" Journal of biotechnology 248 (2017): 87-98.",45.0,https://pubmed.ncbi.nlm.nih.gov/28174039/,2017.0,4.0,"Instituto de Biologia Experimental e Tecnológica, Apartado 12, 2780-901 Oeiras, Portugal","38.69661905881286, -9.320585936499596",38.69661906,-9.320585936,53,9.339622641509434,0.8772,0.8772,0.8772
150,96,"Cells as Advanced Therapeutics: State-of-the-art, Challenges, and Opportunities in Large Scale Biomanufacturing of High-quality Cells for Adoptive Immunotherapies","Dwarshuis, Nate J., Kirsten Parratt, Adriana Santiago-Miranda, and Krishnendu Roy. ""Cells as advanced therapeutics: State-of-the-art, challenges, and opportunities in large scale biomanufacturing of high-quality cells for adoptive immunotherapies."" Advanced drug delivery reviews 114 (2017): 222-239.",42.0,https://pubmed.ncbi.nlm.nih.gov/28625827/,2017.0,5.0,"Georgia Institute of Technology, Atlanta, GA","33.77622391514814, -84.39761541333719",33.77622392,-84.39761541,52,5.0,1.0,1.0,1.0
348,172,Biodegradable Poly-ε-caprolactone Microcarriers for Efficient Production of Human Mesenchymal Stromal Cells and Secreted Cytokines in Batch and Fed-batch Bioreactors,"Lam, Alan Tin-Lun, Jian Li, Jessica Pei-Wen Toh, Eileen Jia-Hui Sim, Allen Kuan-Liang Chen, Jerry Kok-Yen Chan, Mahesh Choolani, Shaul Reuveny, William R. Birch, and Steve Kah-Weng Oh. ""Biodegradable poly-ε-caprolactone microcarriers for efficient production of human mesenchymal stromal cells and secreted cytokines in batch and fed-batch bioreactors."" Cytotherapy 19, no. 3 (2017): 419-432.",41.0,https://pubmed.ncbi.nlm.nih.gov/28017598/,2017.0,3.0,"Agency for Science, Technology and Research (A*STAR), Singapore","1.2991735192438922, 103.7863205173413",1.299173519,103.7863205,54,12.777777777777777,0.9752,0.9752,0.9752
361,182,Dynamic Bioreactor Culture of High Volume Engineered Bone Tissue,"Nguyen, Bao-Ngoc B., Henry Ko, Rebecca A. Moriarty, Julie M. Etheridge, and John P. Fisher. ""Dynamic bioreactor culture of high volume engineered bone tissue."" Tissue Engineering Part A 22, no. 3-4 (2016): 263-271.",35.0,https://pubmed.ncbi.nlm.nih.gov/26653703/,2016.0,2.0,"University of Maryland, College Park, Maryland","38.98755176704997, -76.94379888012814",38.98755177,-76.94379888,67,45.298507462686565,0.105,0.105,0.105
96,62,Collagen Type Ii Enhances Chondrogenic Differentiation in Agarose-based Modular Microtissues,"Annamalai, Ramkumar Tiruvannamalai, David R. Mertz, Ethan LH Daley, and Jan P. Stegemann. ""Collagen Type II enhances chondrogenic differentiation in agarose-based modular microtissues."" Cytotherapy 18, no. 2 (2016): 263-277.",35.0,https://pubmed.ncbi.nlm.nih.gov/26794716/,2016.0,2.0,"University of Michigan, Ann Arbor, Michigan","42.27845604937487, -83.73680792732043",42.27845605,-83.73680793,67,45.298507462686565,0.0,0.0,0.0
98,64,3D Printed Vascular Networks Enhance Viability in High-Volume Perfusion Bioreactor,"Ball, Owen, Bao-Ngoc B. Nguyen, Jesse K. Placone, and John P. Fisher. ""3D printed vascular networks enhance viability in high-volume perfusion bioreactor."" Annals of biomedical engineering 44, no. 12 (2016): 3435-3445.",26.0,https://pubmed.ncbi.nlm.nih.gov/27272210/,2016.0,12.0,"University of Maryland, College Park, MD","38.98758512279344, -76.9438847109073",38.98758512,-76.94388471,57,16.842105263157894,0.084,0.084,0.084
77,48,"In Vitro Cytokine Licensing Induces Persistent Permissive Chromatin at the Indoleamine 2,3-dioxygenase Promoter","Gonzalez, Yazmin I. Rovira, Patrick J. Lynch, Elaine E. Thompson, Brian G. Stultz, and Deborah A. Hursh. ""In vitro cytokine licensing induces persistent permissive chromatin at the Indoleamine 2, 3-dioxygenase promoter."" Cytotherapy 18, no. 9 (2016): 1114-1128.",23.0,https://pubmed.ncbi.nlm.nih.gov/27421739/,2016.0,7.0," US Food and Drug Administration, Silver Spring, Maryland, USA","39.03616503850735, -76.98049559939903",39.03616504,-76.9804956,62,24.35483870967742,1.0,1.0,1.0
357,180,Enhanced Non-viral Gene Delivery by Coordinated Endosomal Release and Inhibition of β-tubulin Deactylase,"Ho, Yoon Khei, Li Han Zhou, Kam C. Tam, and Heng Phon Too. ""Enhanced non-viral gene delivery by coordinated endosomal release and inhibition of β-tubulin deactylase."" Nucleic acids research 45, no. 6 (2017): e38-e38.",22.0,https://pubmed.ncbi.nlm.nih.gov/27899629/,2017.0,4.0,"Agency for Science, Technology and Research (A*STAR), Singapore","1.2991735192438922, 103.7863205173413",1.299173519,103.7863205,53,7.169811320754718,0.114,0.114,0.114
367,186,Three-Dimensional Mechanical Loading Modulates the Osteogenic Response of Mesenchymal Stem Cells to Tumor-Derived Soluble Signals,"Lynch, Maureen E., Aaron E. Chiou, Min Joon Lee, Stephen C. Marcott, Praveen V. Polamraju, Yeonkyung Lee, and Claudia Fischbach. ""Three-dimensional mechanical loading modulates the osteogenic response of mesenchymal stem cells to tumor-derived soluble signals."" Tissue Engineering Part A 22, no. 15-16 (2016): 1006-1015.",22.0,https://pubmed.ncbi.nlm.nih.gov/27401765/,2016.0,8.0,"Cornell University , Ithaca","42.45398715515518, -76.47260151129899",42.45398716,-76.47260151,61,21.967213114754095,0.9592,0.9592,0.9592
368,186,Three-Dimensional Mechanical Loading Modulates the Osteogenic Response of Mesenchymal Stem Cells to Tumor-Derived Soluble Signals,"Lynch, Maureen E., Aaron E. Chiou, Min Joon Lee, Stephen C. Marcott, Praveen V. Polamraju, Yeonkyung Lee, and Claudia Fischbach. ""Three-dimensional mechanical loading modulates the osteogenic response of mesenchymal stem cells to tumor-derived soluble signals."" Tissue Engineering Part A 22, no. 15-16 (2016): 1006-1015.",22.0,https://pubmed.ncbi.nlm.nih.gov/27401765/,2016.0,8.0,"University of Massachusetts Amherst , Amherst, Massachusetts","42.38736172296981, -72.53159648578766",42.38736172,-72.53159649,61,21.967213114754095,0.9792,0.9792,0.9792
353,176,Deformability of Human Mesenchymal Stem Cells Is Dependent on Vimentin Intermediate Filaments,"Sharma, Poonam, Zachary T. Bolten, Diane R. Wagner, and Adam H. Hsieh. ""Deformability of human mesenchymal stem cells is dependent on vimentin intermediate filaments."" Annals of biomedical engineering 45, no. 5 (2017): 1365-1374.",22.0,https://pubmed.ncbi.nlm.nih.gov/28091965/,2017.0,5.0,"University of Maryland, College Park, Maryland","38.98755176704997, -76.94379888012814",38.98755177,-76.94379888,52,5.0,0.9972,0.9972,0.9972
88,57,Hypoxic Expansion of Human Mesenchymal Stem Cells Enhances Three-Dimensional Maturation of Tissue-Engineered Intervertebral Discs,"Hudson, Katherine D., and Lawrence J. Bonassar. ""Hypoxic expansion of human mesenchymal stem cells enhances three-dimensional maturation of tissue-engineered intervertebral discs."" Tissue Engineering Part A 23, no. 7-8 (2017): 293-300.",21.0,https://pubmed.ncbi.nlm.nih.gov/27903131/,2017.0,4.0,"Cornell University , Ithaca, New York","42.45373384274314, -76.47170028914752",42.45373384,-76.47170029,53,7.075471698113207,0.9432,0.9432,0.9432
74,46,Rapid Selection of Mesenchymal Stem and Progenitor Cells in Primary Prostate Stromal Cultures,"Brennen, W. Nathaniel, L. Nelleke Kisteman, and John T. Isaacs. ""Rapid selection of mesenchymal stem and progenitor cells in primary prostate stromal cultures."" The Prostate 76, no. 6 (2016): 552-564.",17.0,https://pubmed.ncbi.nlm.nih.gov/26732992/,2016.0,1.0,"Johns Hopkins University School of Medicine, Baltimore, Maryland","39.29991317849294, -76.59166332145463",39.29991318,-76.59166332,68,26.176470588235293,0.8492,0.8492,0.8492
366,185,Growth Factor Dose Tuning for Bone Progenitor Cell Proliferation and Differentiation on Resorbable Poly(propylene fumarate) Scaffolds,"Mishra, Ruchi, Ryan S. Sefcik, Tyler J. Bishop, Stefani M. Montelone, Nisha Crouser, Jean F. Welter, Arnold I. Caplan, and David Dean. ""Growth factor dose tuning for bone progenitor cell proliferation and differentiation on resorbable poly (propylene fumarate) scaffolds."" Tissue Engineering Part C: Methods 22, no. 9 (2016): 904-913.",16.0,https://pubmed.ncbi.nlm.nih.gov/27558310/,2016.0,9.0,"Case Western Reserve University , Cleveland","41.504598085469645, -81.60563725211887",41.50459809,-81.60563725,60,16.333333333333332,0.048,0.048,0.048
365,185,Growth Factor Dose Tuning for Bone Progenitor Cell Proliferation and Differentiation on Resorbable Poly(propylene fumarate) Scaffolds,"Mishra, Ruchi, Ryan S. Sefcik, Tyler J. Bishop, Stefani M. Montelone, Nisha Crouser, Jean F. Welter, Arnold I. Caplan, and David Dean. ""Growth factor dose tuning for bone progenitor cell proliferation and differentiation on resorbable poly (propylene fumarate) scaffolds."" Tissue Engineering Part C: Methods 22, no. 9 (2016): 904-913.",16.0,https://pubmed.ncbi.nlm.nih.gov/27558310/,2016.0,9.0,"The Ohio State University , Columbus, Ohio","40.007132176567666, -83.02835178300128",40.00713218,-83.02835178,60,16.333333333333332,0.0,0.0,0.0
73,45, Identification of Predictive Gene Markers for Multipotent Stromal Cell Proliferation,"Bellayr, Ian H., Ross A. Marklein, Jessica L. Lo Surdo, Steven R. Bauer, and Raj K. Puri. ""Identification of predictive gene markers for multipotent stromal cell proliferation."" Stem cells and development 25, no. 11 (2016): 861-873.",15.0,https://pubmed.ncbi.nlm.nih.gov/27036644/,2016.0,6.0,"US Food and Drug Administration, Silver Spring, Maryland","39.03616503850735, -76.98049559939903",39.03616504,-76.9804956,63,18.96825396825397,0.0,0.0,0.0
78,49,Further Observations on the Behavioral and Neural Effects of Bone Marrow Stromal Cells in Rodent Pain Models,"Guo, Wei, Yu-Xia Chu, Satoshi Imai, Jia-Le Yang, Shiping Zou, Zaid Mohammad, Feng Wei, Ronald Dubner, and Ke Ren. ""Further observations on the behavioral and neural effects of bone marrow stromal cells in rodent pain models."" Molecular pain 12 (2016): 1744806916658043.",14.0,https://pubmed.ncbi.nlm.nih.gov/27329776/,2016.0,6.0,University of Maryland School of Denstistry,"39.289935519141046, -76.6222742691396",39.28993552,-76.62227427,63,18.095238095238095,1.0,1.0,1.0
95,61,Ultrahigh-throughput Generation and Characterization of Cellular Aggregates in Laser-ablated Microwells of Poly(dimethylsiloxane),"Albritton, Jacob L., Jonathon D. Roybal, Samantha J. Paulsen, Nicholas J. Calafat, Jose A. Flores-Zaher, Mary C. Farach-Carson, Don L. Gibbons, and Jordan S. Miller. ""Ultrahigh-throughput generation and characterization of cellular aggregates in laser-ablated microwells of poly (dimethylsiloxane)."" RSC advances 6, no. 11 (2016): 8980-8991.",12.0,https://pubmed.ncbi.nlm.nih.gov/26998251/,2016.0,1.0,"The University of Texas M.D. Anderson Cancer Center, Houston, Texas","29.70763436074634, -95.39445107285172",29.70763436,-95.39445107,68,20.294117647058822,0.9572,0.9572,0.9572
94,61,Ultrahigh-throughput Generation and Characterization of Cellular Aggregates in Laser-ablated Microwells of Poly(dimethylsiloxane),"Albritton, Jacob L., Jonathon D. Roybal, Samantha J. Paulsen, Nicholas J. Calafat, Jose A. Flores-Zaher, Mary C. Farach-Carson, Don L. Gibbons, and Jordan S. Miller. ""Ultrahigh-throughput generation and characterization of cellular aggregates in laser-ablated microwells of poly (dimethylsiloxane)."" RSC advances 6, no. 11 (2016): 8980-8991.",12.0,https://pubmed.ncbi.nlm.nih.gov/26998251/,2016.0,1.0,"Rice University, Houston, Texas, USA","29.718027419810287, -95.40178832406527",29.71802742,-95.40178832,68,20.294117647058822,0.9512,0.9512,0.9512
